facility_id,measure_name,excess_readmission_ratio,predicted_readmission_rate,expected_readmission_rate,number_of_discharges,number_of_readmissions,start_date,end_date
180035,READM-30-PN-HRRP,1.1102,18.8023,16.9354,589.0,118.0,2020-07-01,2023-06-30
180035,READM-30-HIP-KNEE-HRRP,1.1109,6.3065,5.677,232.0,16.0,2020-07-01,2023-06-30
180035,READM-30-HF-HRRP,0.9024,18.0694,20.0237,820.0,141.0,2020-07-01,2023-06-30
180035,READM-30-COPD-HRRP,1.0516,22.1153,21.03,347.0,80.0,2020-07-01,2023-06-30
180035,READM-30-CABG-HRRP,0.8907,9.3383,10.4842,,,2020-07-01,2023-06-30
180035,READM-30-AMI-HRRP,1.0139,13.5593,13.3729,445.0,61.0,2020-07-01,2023-06-30
180038,READM-30-PN-HRRP,1.0962,18.4201,16.8041,514.0,101.0,2020-07-01,2023-06-30
180038,READM-30-HIP-KNEE-HRRP,0.9446,4.7018,4.9774,,,2020-07-01,2023-06-30
180038,READM-30-HF-HRRP,0.9548,19.6619,20.5937,627.0,120.0,2020-07-01,2023-06-30
180038,READM-30-COPD-HRRP,1.0651,19.1629,17.9909,199.0,42.0,2020-07-01,2023-06-30
180038,READM-30-CABG-HRRP,0.955,9.4614,9.9076,,,2020-07-01,2023-06-30
180038,READM-30-AMI-HRRP,0.9593,13.4259,13.9951,268.0,34.0,2020-07-01,2023-06-30
180040,READM-30-PN-HRRP,1.009,17.8537,17.6938,495.0,89.0,2020-07-01,2023-06-30
180040,READM-30-HIP-KNEE-HRRP,0.8371,4.5606,5.4478,,,2020-07-01,2023-06-30
180040,READM-30-HF-HRRP,1.0786,22.1433,20.5289,558.0,129.0,2020-07-01,2023-06-30
180040,READM-30-COPD-HRRP,1.0003,20.0967,20.0913,189.0,38.0,2020-07-01,2023-06-30
180040,READM-30-CABG-HRRP,0.9078,10.7388,11.8294,,,2020-07-01,2023-06-30
180040,READM-30-AMI-HRRP,1.0613,14.5613,13.7204,310.0,48.0,2020-07-01,2023-06-30
180043,READM-30-PN-HRRP,0.9799,17.2553,17.6087,,,2020-07-01,2023-06-30
180043,READM-30-HF-HRRP,1.0533,21.5724,20.4808,80.0,21.0,2020-07-01,2023-06-30
180044,READM-30-PN-HRRP,1.0815,19.0514,17.6161,449.0,91.0,2020-07-01,2023-06-30
180044,READM-30-HF-HRRP,1.001,21.6075,21.586,319.0,69.0,2020-07-01,2023-06-30
180044,READM-30-COPD-HRRP,0.9651,18.7758,19.4552,161.0,28.0,2020-07-01,2023-06-30
180044,READM-30-CABG-HRRP,1.0989,13.4112,12.2047,88.0,15.0,2020-07-01,2023-06-30
180044,READM-30-AMI-HRRP,1.1592,16.0531,13.8482,198.0,39.0,2020-07-01,2023-06-30
180045,READM-30-PN-HRRP,1.134,19.226,16.9536,277.0,62.0,2020-07-01,2023-06-30
180045,READM-30-HF-HRRP,1.0109,20.5623,20.3405,254.0,53.0,2020-07-01,2023-06-30
180045,READM-30-COPD-HRRP,1.0389,19.5911,18.858,146.0,31.0,2020-07-01,2023-06-30
180046,READM-30-PN-HRRP,0.9645,16.9727,17.5974,,,2020-07-01,2023-06-30
180046,READM-30-HF-HRRP,0.9808,18.6552,19.0207,,,2020-07-01,2023-06-30
180046,READM-30-COPD-HRRP,0.9676,18.7129,19.3387,,,2020-07-01,2023-06-30
180048,READM-30-PN-HRRP,1.0071,15.9895,15.8765,341.0,55.0,2020-07-01,2023-06-30
180048,READM-30-HF-HRRP,0.9615,17.8712,18.5874,295.0,50.0,2020-07-01,2023-06-30
180048,READM-30-COPD-HRRP,0.9675,18.6291,19.255,113.0,19.0,2020-07-01,2023-06-30
180048,READM-30-AMI-HRRP,1.0026,10.9292,10.9006,127.0,14.0,2020-07-01,2023-06-30
180049,READM-30-PN-HRRP,0.928,15.2709,16.4548,203.0,26.0,2020-07-01,2023-06-30
180049,READM-30-HF-HRRP,0.9374,19.4111,20.7084,142.0,23.0,2020-07-01,2023-06-30
180049,READM-30-COPD-HRRP,0.9832,18.7449,19.0658,,,2020-07-01,2023-06-30
180049,READM-30-AMI-HRRP,0.9915,12.9646,13.0761,,,2020-07-01,2023-06-30
180050,READM-30-PN-HRRP,1.1554,20.0664,17.367,194.0,49.0,2020-07-01,2023-06-30
180050,READM-30-HF-HRRP,1.1232,23.05,20.5212,72.0,25.0,2020-07-01,2023-06-30
180050,READM-30-COPD-HRRP,1.0425,19.9834,19.1687,92.0,21.0,2020-07-01,2023-06-30
180051,READM-30-PN-HRRP,1.0949,16.6971,15.2498,245.0,47.0,2020-07-01,2023-06-30
180051,READM-30-HIP-KNEE-HRRP,1.2143,5.6326,4.6384,,,2020-07-01,2023-06-30
180051,READM-30-HF-HRRP,1.0648,21.2214,19.9305,111.0,28.0,2020-07-01,2023-06-30
180051,READM-30-COPD-HRRP,0.986,17.2814,17.526,138.0,23.0,2020-07-01,2023-06-30
180056,READM-30-PN-HRRP,1.0538,15.8692,15.0594,123.0,23.0,2020-07-01,2023-06-30
180056,READM-30-HF-HRRP,1.0623,20.7782,19.56,172.0,40.0,2020-07-01,2023-06-30
180056,READM-30-COPD-HRRP,0.9895,18.4007,18.5963,,,2020-07-01,2023-06-30
180064,READM-30-PN-HRRP,0.9577,17.496,18.2691,120.0,18.0,2020-07-01,2023-06-30
180064,READM-30-HF-HRRP,0.9875,20.653,20.9147,77.0,15.0,2020-07-01,2023-06-30
180066,READM-30-PN-HRRP,1.0155,15.5878,15.3498,64.0,11.0,2020-07-01,2023-06-30
180066,READM-30-HF-HRRP,1.0298,18.6682,18.1275,,,2020-07-01,2023-06-30
180067,READM-30-PN-HRRP,0.9056,17.8241,19.6815,168.0,23.0,2020-07-01,2023-06-30
180067,READM-30-HF-HRRP,0.8892,20.2099,22.7283,215.0,35.0,2020-07-01,2023-06-30
180067,READM-30-COPD-HRRP,0.922,20.5074,22.2434,94.0,14.0,2020-07-01,2023-06-30
180067,READM-30-CABG-HRRP,0.8692,8.9839,10.3362,,,2020-07-01,2023-06-30
180067,READM-30-AMI-HRRP,0.9193,12.8033,13.9278,125.0,12.0,2020-07-01,2023-06-30
180069,READM-30-PN-HRRP,1.1657,20.5528,17.631,118.0,35.0,2020-07-01,2023-06-30
180069,READM-30-HF-HRRP,1.0514,20.3785,19.3821,120.0,28.0,2020-07-01,2023-06-30
180069,READM-30-COPD-HRRP,1.0945,20.3009,18.5475,115.0,29.0,2020-07-01,2023-06-30
180070,READM-30-PN-HRRP,0.9349,14.7857,15.8161,125.0,14.0,2020-07-01,2023-06-30
180070,READM-30-HF-HRRP,0.9825,18.8041,19.14,81.0,14.0,2020-07-01,2023-06-30
180070,READM-30-COPD-HRRP,1.0384,16.014,15.4222,61.0,12.0,2020-07-01,2023-06-30
180078,READM-30-PN-HRRP,1.0832,17.6311,16.2767,145.0,31.0,2020-07-01,2023-06-30
180078,READM-30-HF-HRRP,1.0628,21.5546,20.2801,54.0,16.0,2020-07-01,2023-06-30
180078,READM-30-COPD-HRRP,1.0144,19.8187,19.538,51.0,11.0,2020-07-01,2023-06-30
180079,READM-30-PN-HRRP,0.969,12.6453,13.0495,103.0,11.0,2020-07-01,2023-06-30
180079,READM-30-HF-HRRP,0.9623,16.4581,17.1034,,,2020-07-01,2023-06-30
180079,READM-30-COPD-HRRP,0.9851,15.5228,15.7574,,,2020-07-01,2023-06-30
180079,READM-30-AMI-HRRP,0.9882,11.5724,11.7111,,,2020-07-01,2023-06-30
180080,READM-30-PN-HRRP,0.9094,16.9986,18.6931,309.0,46.0,2020-07-01,2023-06-30
180080,READM-30-HF-HRRP,0.9605,22.4873,23.4113,151.0,31.0,2020-07-01,2023-06-30
180080,READM-30-COPD-HRRP,0.9211,19.1786,20.8203,84.0,11.0,2020-07-01,2023-06-30
180080,READM-30-AMI-HRRP,1.0018,14.1601,14.1345,,,2020-07-01,2023-06-30
180087,READM-30-PN-HRRP,0.9537,16.1825,16.9689,131.0,18.0,2020-07-01,2023-06-30
180087,READM-30-HIP-KNEE-HRRP,1.1292,5.3294,4.7195,,,2020-07-01,2023-06-30
180087,READM-30-HF-HRRP,0.9716,19.5313,20.1028,123.0,22.0,2020-07-01,2023-06-30
180087,READM-30-COPD-HRRP,0.9009,19.1693,21.277,,,2020-07-01,2023-06-30
180088,READM-30-PN-HRRP,0.9643,15.9746,16.5667,1305.0,206.0,2020-07-01,2023-06-30
180088,READM-30-HIP-KNEE-HRRP,1.2344,8.0104,6.4892,,,2020-07-01,2023-06-30
180088,READM-30-HF-HRRP,1.019,20.7937,20.4066,1393.0,291.0,2020-07-01,2023-06-30
180088,READM-30-COPD-HRRP,1.0646,19.9182,18.7103,357.0,75.0,2020-07-01,2023-06-30
180088,READM-30-CABG-HRRP,1.0251,10.8622,10.596,195.0,22.0,2020-07-01,2023-06-30
180088,READM-30-AMI-HRRP,1.1315,15.7308,13.9025,559.0,94.0,2020-07-01,2023-06-30
180092,READM-30-PN-HRRP,1.0385,16.7328,16.1122,134.0,25.0,2020-07-01,2023-06-30
180092,READM-30-HF-HRRP,0.9245,19.3196,20.8979,122.0,18.0,2020-07-01,2023-06-30
180092,READM-30-COPD-HRRP,1.0038,19.9415,19.8654,74.0,15.0,2020-07-01,2023-06-30
180092,READM-30-AMI-HRRP,1.038,13.8999,13.3913,,,2020-07-01,2023-06-30
180093,READM-30-PN-HRRP,0.8453,14.3825,17.014,259.0,26.0,2020-07-01,2023-06-30
180093,READM-30-HF-HRRP,0.9697,19.9868,20.6108,176.0,33.0,2020-07-01,2023-06-30
180093,READM-30-COPD-HRRP,0.9762,19.4412,19.9144,90.0,16.0,2020-07-01,2023-06-30
180093,READM-30-CABG-HRRP,0.9974,10.285,10.3122,,,2020-07-01,2023-06-30
180093,READM-30-AMI-HRRP,0.9741,14.8894,15.2853,,,2020-07-01,2023-06-30
180101,READM-30-PN-HRRP,1.0037,15.0054,14.9497,,,2020-07-01,2023-06-30
180101,READM-30-HF-HRRP,1.0299,20.8018,20.1972,62.0,15.0,2020-07-01,2023-06-30
180101,READM-30-COPD-HRRP,1.0323,17.5479,16.9987,,,2020-07-01,2023-06-30
180102,READM-30-PN-HRRP,0.9557,15.2844,15.9937,406.0,59.0,2020-07-01,2023-06-30
180102,READM-30-HIP-KNEE-HRRP,1.0258,5.6725,5.5297,382.0,22.0,2020-07-01,2023-06-30
180102,READM-30-HF-HRRP,1.0072,19.8845,19.742,440.0,88.0,2020-07-01,2023-06-30
180102,READM-30-COPD-HRRP,1.0885,19.018,17.472,141.0,32.0,2020-07-01,2023-06-30
180102,READM-30-CABG-HRRP,1.0371,13.0643,12.5965,,,2020-07-01,2023-06-30
180102,READM-30-AMI-HRRP,1.0585,15.3003,14.4554,191.0,32.0,2020-07-01,2023-06-30
180103,READM-30-PN-HRRP,0.9507,15.0872,15.8699,725.0,106.0,2020-07-01,2023-06-30
180103,READM-30-HIP-KNEE-HRRP,1.144,7.7548,6.7788,,,2020-07-01,2023-06-30
180103,READM-30-HF-HRRP,0.8697,17.373,19.9762,689.0,110.0,2020-07-01,2023-06-30
180103,READM-30-COPD-HRRP,0.9873,18.2573,18.4927,196.0,35.0,2020-07-01,2023-06-30
180103,READM-30-CABG-HRRP,1.2197,12.5353,10.277,203.0,32.0,2020-07-01,2023-06-30
180103,READM-30-AMI-HRRP,1.0324,13.8156,13.3823,264.0,38.0,2020-07-01,2023-06-30
180104,READM-30-PN-HRRP,0.9891,15.838,16.013,434.0,68.0,2020-07-01,2023-06-30
180104,READM-30-HF-HRRP,0.9306,18.6385,20.0275,467.0,82.0,2020-07-01,2023-06-30
180104,READM-30-COPD-HRRP,0.9993,19.6767,19.6896,173.0,34.0,2020-07-01,2023-06-30
180104,READM-30-CABG-HRRP,0.8084,7.6269,9.4349,,,2020-07-01,2023-06-30
180104,READM-30-AMI-HRRP,0.8873,10.4718,11.802,215.0,17.0,2020-07-01,2023-06-30
180105,READM-30-PN-HRRP,1.1542,16.8562,14.6042,133.0,32.0,2020-07-01,2023-06-30
180105,READM-30-HF-HRRP,1.136,17.7705,15.6434,81.0,23.0,2020-07-01,2023-06-30
180105,READM-30-COPD-HRRP,1.0894,16.4549,15.1039,66.0,16.0,2020-07-01,2023-06-30
180115,READM-30-PN-HRRP,1.0282,15.629,15.2001,,,2020-07-01,2023-06-30
180115,READM-30-HF-HRRP,1.0053,19.492,19.3888,,,2020-07-01,2023-06-30
180115,READM-30-COPD-HRRP,1.0038,17.6425,17.5757,,,2020-07-01,2023-06-30
180116,READM-30-PN-HRRP,0.9635,15.9058,16.5078,217.0,32.0,2020-07-01,2023-06-30
180116,READM-30-HF-HRRP,1.0434,20.008,19.1761,165.0,36.0,2020-07-01,2023-06-30
180116,READM-30-COPD-HRRP,1.0481,18.6052,17.7513,92.0,20.0,2020-07-01,2023-06-30
180116,READM-30-AMI-HRRP,1.056,18.1548,17.1925,,,2020-07-01,2023-06-30
180124,READM-30-PN-HRRP,0.9885,14.7705,14.9423,276.0,40.0,2020-07-01,2023-06-30
180124,READM-30-HIP-KNEE-HRRP,1.2359,5.794,4.6881,,,2020-07-01,2023-06-30
180124,READM-30-HF-HRRP,1.0407,19.4703,18.7092,186.0,39.0,2020-07-01,2023-06-30
180124,READM-30-COPD-HRRP,1.0181,17.0981,16.7948,93.0,17.0,2020-07-01,2023-06-30
180124,READM-30-AMI-HRRP,1.0358,13.3351,12.8739,85.0,13.0,2020-07-01,2023-06-30
180127,READM-30-PN-HRRP,0.9446,14.5708,15.4247,232.0,30.0,2020-07-01,2023-06-30
180127,READM-30-HF-HRRP,1.0948,21.3746,19.5246,157.0,40.0,2020-07-01,2023-06-30
180127,READM-30-COPD-HRRP,1.0776,18.8091,17.4546,66.0,17.0,2020-07-01,2023-06-30
180127,READM-30-AMI-HRRP,1.0678,13.1278,12.2938,,,2020-07-01,2023-06-30
180128,READM-30-PN-HRRP,1.0179,17.9523,17.6358,60.0,12.0,2020-07-01,2023-06-30
180128,READM-30-HF-HRRP,0.9866,21.2169,21.5058,,,2020-07-01,2023-06-30
180128,READM-30-COPD-HRRP,0.9694,18.4271,19.0089,,,2020-07-01,2023-06-30
180130,READM-30-PN-HRRP,0.961,15.2204,15.8384,1049.0,157.0,2020-07-01,2023-06-30
180130,READM-30-HIP-KNEE-HRRP,1.2223,5.6886,4.6541,394.0,25.0,2020-07-01,2023-06-30
180130,READM-30-HF-HRRP,0.8924,17.5286,19.6426,1437.0,244.0,2020-07-01,2023-06-30
180130,READM-30-COPD-HRRP,1.0649,19.8351,18.6254,318.0,67.0,2020-07-01,2023-06-30
180130,READM-30-CABG-HRRP,0.8466,8.5021,10.0422,,,2020-07-01,2023-06-30
180130,READM-30-AMI-HRRP,0.8888,11.0441,12.4264,403.0,39.0,2020-07-01,2023-06-30
180132,READM-30-PN-HRRP,0.9623,15.5842,16.1939,331.0,49.0,2020-07-01,2023-06-30
180132,READM-30-HF-HRRP,1.0441,20.6272,19.7567,213.0,47.0,2020-07-01,2023-06-30
180132,READM-30-COPD-HRRP,0.9862,19.6131,19.8879,137.0,26.0,2020-07-01,2023-06-30
180132,READM-30-AMI-HRRP,1.0851,13.2558,12.2162,212.0,32.0,2020-07-01,2023-06-30
180138,READM-30-PN-HRRP,0.9925,15.0102,15.1241,,,2020-07-01,2023-06-30
180138,READM-30-HF-HRRP,0.9803,19.0562,19.4397,65.0,11.0,2020-07-01,2023-06-30
180138,READM-30-COPD-HRRP,1.0108,23.2714,23.0229,,,2020-07-01,2023-06-30
180139,READM-30-PN-HRRP,1.0631,18.2928,17.207,141.0,30.0,2020-07-01,2023-06-30
180139,READM-30-HF-HRRP,1.0684,21.815,20.4175,47.0,15.0,2020-07-01,2023-06-30
180139,READM-30-COPD-HRRP,1.0456,19.7243,18.8636,72.0,17.0,2020-07-01,2023-06-30
180141,READM-30-PN-HRRP,0.9817,19.3682,19.7284,110.0,20.0,2020-07-01,2023-06-30
180141,READM-30-HF-HRRP,1.0496,22.7424,21.667,68.0,19.0,2020-07-01,2023-06-30
180141,READM-30-COPD-HRRP,1.0468,21.5179,20.556,56.0,15.0,2020-07-01,2023-06-30
180143,READM-30-PN-HRRP,1.0303,17.0702,16.5681,117.0,22.0,2020-07-01,2023-06-30
180143,READM-30-HIP-KNEE-HRRP,1.3571,8.3106,6.1237,84.0,11.0,2020-07-01,2023-06-30
180143,READM-30-HF-HRRP,0.9832,19.4166,19.7489,104.0,19.0,2020-07-01,2023-06-30
180143,READM-30-AMI-HRRP,0.9442,12.1757,12.8948,,,2020-07-01,2023-06-30
180149,READM-30-PN-HRRP,0.9413,13.8957,14.7616,,,2020-07-01,2023-06-30
180154,READM-30-PN-HRRP,1.0425,16.333,15.6671,,,2020-07-01,2023-06-30
180154,READM-30-HF-HRRP,1.007,18.7868,18.6564,,,2020-07-01,2023-06-30
190002,READM-30-PN-HRRP,0.9446,14.936,15.8117,434.0,61.0,2020-07-01,2023-06-30
190002,READM-30-HIP-KNEE-HRRP,0.7253,3.0825,4.2499,520.0,12.0,2020-07-01,2023-06-30
190002,READM-30-HF-HRRP,0.9746,19.9431,20.4621,656.0,129.0,2020-07-01,2023-06-30
190002,READM-30-COPD-HRRP,0.9496,16.7483,17.6364,150.0,22.0,2020-07-01,2023-06-30
190002,READM-30-CABG-HRRP,1.1277,11.8488,10.5073,211.0,29.0,2020-07-01,2023-06-30
190002,READM-30-AMI-HRRP,1.0629,15.604,14.6807,237.0,40.0,2020-07-01,2023-06-30
190004,READM-30-PN-HRRP,0.9537,14.7367,15.4518,191.0,25.0,2020-07-01,2023-06-30
190004,READM-30-HF-HRRP,1.0048,19.6232,19.5299,248.0,49.0,2020-07-01,2023-06-30
190004,READM-30-COPD-HRRP,0.9478,18.96,20.0048,76.0,11.0,2020-07-01,2023-06-30
190004,READM-30-CABG-HRRP,0.932,8.2904,8.8953,,,2020-07-01,2023-06-30
190004,READM-30-AMI-HRRP,0.9848,14.4115,14.6335,137.0,19.0,2020-07-01,2023-06-30
190005,READM-30-PN-HRRP,0.9346,17.1558,18.3568,,,2020-07-01,2023-06-30
190005,READM-30-HF-HRRP,0.9704,19.9177,20.5256,91.0,16.0,2020-07-01,2023-06-30
190005,READM-30-AMI-HRRP,1.0041,15.988,15.9224,,,2020-07-01,2023-06-30
190006,READM-30-PN-HRRP,1.0734,18.9361,17.6408,48.0,14.0,2020-07-01,2023-06-30
190006,READM-30-HF-HRRP,1.0396,22.1902,21.3447,64.0,17.0,2020-07-01,2023-06-30
190007,READM-30-PN-HRRP,1.0188,16.9211,16.6096,93.0,17.0,2020-07-01,2023-06-30
190007,READM-30-HF-HRRP,0.956,19.2889,20.1767,,,2020-07-01,2023-06-30
190007,READM-30-COPD-HRRP,1.0096,19.4155,19.2317,,,2020-07-01,2023-06-30
190008,READM-30-PN-HRRP,0.9354,16.1673,17.2841,257.0,37.0,2020-07-01,2023-06-30
190008,READM-30-HIP-KNEE-HRRP,1.1418,6.864,6.0114,,,2020-07-01,2023-06-30
190008,READM-30-HF-HRRP,0.9419,19.0429,20.2169,353.0,63.0,2020-07-01,2023-06-30
190008,READM-30-COPD-HRRP,0.8781,15.8754,18.0796,,,2020-07-01,2023-06-30
190008,READM-30-CABG-HRRP,0.9568,8.5972,8.9853,,,2020-07-01,2023-06-30
190008,READM-30-AMI-HRRP,1.0285,13.7964,13.4146,99.0,15.0,2020-07-01,2023-06-30
190011,READM-30-PN-HRRP,0.9848,12.886,13.085,,,2020-07-01,2023-06-30
190011,READM-30-HF-HRRP,0.9791,17.7086,18.0867,,,2020-07-01,2023-06-30
190013,READM-30-PN-HRRP,0.9398,13.921,14.8131,,,2020-07-01,2023-06-30
190013,READM-30-HIP-KNEE-HRRP,0.8606,3.628,4.2157,,,2020-07-01,2023-06-30
190013,READM-30-HF-HRRP,1.0084,18.4872,18.3326,78.0,15.0,2020-07-01,2023-06-30
190013,READM-30-COPD-HRRP,0.9718,17.2106,17.7101,74.0,11.0,2020-07-01,2023-06-30
190014,READM-30-PN-HRRP,0.9573,13.2879,13.8801,,,2020-07-01,2023-06-30
190014,READM-30-HF-HRRP,1.0429,18.3933,17.6366,55.0,13.0,2020-07-01,2023-06-30
190014,READM-30-COPD-HRRP,1.0459,17.6031,16.8303,,,2020-07-01,2023-06-30
190015,READM-30-PN-HRRP,1.0686,16.9299,15.8435,387.0,70.0,2020-07-01,2023-06-30
190015,READM-30-HF-HRRP,1.0768,21.3867,19.8611,471.0,106.0,2020-07-01,2023-06-30
190015,READM-30-COPD-HRRP,1.0736,19.8123,18.4536,104.0,25.0,2020-07-01,2023-06-30
190015,READM-30-CABG-HRRP,0.9375,11.3092,12.0635,,,2020-07-01,2023-06-30
190015,READM-30-AMI-HRRP,1.1429,16.1076,14.0931,115.0,25.0,2020-07-01,2023-06-30
190017,READM-30-PN-HRRP,1.055,18.6345,17.6637,243.0,49.0,2020-07-01,2023-06-30
190017,READM-30-HIP-KNEE-HRRP,0.9613,5.2016,5.4108,,,2020-07-01,2023-06-30
190017,READM-30-HF-HRRP,0.9728,19.6025,20.1516,163.0,30.0,2020-07-01,2023-06-30
190017,READM-30-COPD-HRRP,0.9339,18.1298,19.4132,95.0,13.0,2020-07-01,2023-06-30
190017,READM-30-AMI-HRRP,1.0441,13.0623,12.5101,,,2020-07-01,2023-06-30
190019,READM-30-PN-HRRP,0.9432,16.1611,17.135,464.0,71.0,2020-07-01,2023-06-30
190019,READM-30-HF-HRRP,1.0127,20.4264,20.1697,446.0,92.0,2020-07-01,2023-06-30
190019,READM-30-COPD-HRRP,1.0533,20.1434,19.1242,108.0,25.0,2020-07-01,2023-06-30
190019,READM-30-CABG-HRRP,1.0654,12.6838,11.9052,,,2020-07-01,2023-06-30
190019,READM-30-AMI-HRRP,1.0115,15.0368,14.8656,382.0,58.0,2020-07-01,2023-06-30
190020,READM-30-PN-HRRP,1.045,15.994,15.3049,88.0,17.0,2020-07-01,2023-06-30
190020,READM-30-HIP-KNEE-HRRP,1.0636,5.2598,4.9455,,,2020-07-01,2023-06-30
190020,READM-30-HF-HRRP,1.0325,19.4201,18.8096,107.0,23.0,2020-07-01,2023-06-30
190020,READM-30-COPD-HRRP,0.9805,17.963,18.3204,,,2020-07-01,2023-06-30
190020,READM-30-AMI-HRRP,0.9653,12.5623,13.0134,,,2020-07-01,2023-06-30
190025,READM-30-PN-HRRP,1.0258,16.3313,15.9207,63.0,12.0,2020-07-01,2023-06-30
190026,READM-30-PN-HRRP,1.1165,18.5146,16.583,418.0,85.0,2020-07-01,2023-06-30
190026,READM-30-HF-HRRP,0.987,19.3822,19.6385,433.0,83.0,2020-07-01,2023-06-30
190026,READM-30-COPD-HRRP,0.9699,16.3066,16.8134,91.0,13.0,2020-07-01,2023-06-30
190026,READM-30-CABG-HRRP,0.8287,9.3161,11.2419,,,2020-07-01,2023-06-30
190026,READM-30-AMI-HRRP,1.0026,12.8513,12.8176,178.0,23.0,2020-07-01,2023-06-30
190027,READM-30-PN-HRRP,0.9803,17.6646,18.0199,172.0,29.0,2020-07-01,2023-06-30
190027,READM-30-HF-HRRP,0.9179,18.2234,19.8527,395.0,66.0,2020-07-01,2023-06-30
190027,READM-30-COPD-HRRP,1.0584,19.0138,17.9651,71.0,17.0,2020-07-01,2023-06-30
190027,READM-30-CABG-HRRP,1.1033,11.5375,10.4572,,,2020-07-01,2023-06-30
190027,READM-30-AMI-HRRP,1.0889,14.1318,12.9784,141.0,24.0,2020-07-01,2023-06-30
190034,READM-30-PN-HRRP,0.946,14.7834,15.6266,,,2020-07-01,2023-06-30
190034,READM-30-HF-HRRP,0.9793,19.1568,19.5616,86.0,15.0,2020-07-01,2023-06-30
190036,READM-30-PN-HRRP,1.0354,16.7942,16.2207,367.0,64.0,2020-07-01,2023-06-30
190036,READM-30-HIP-KNEE-HRRP,1.0788,8.3118,7.705,,,2020-07-01,2023-06-30
190036,READM-30-HF-HRRP,0.9582,19.0538,19.885,719.0,134.0,2020-07-01,2023-06-30
190036,READM-30-COPD-HRRP,1.0214,20.6848,20.2516,95.0,21.0,2020-07-01,2023-06-30
190036,READM-30-CABG-HRRP,0.9599,9.0035,9.3792,,,2020-07-01,2023-06-30
190036,READM-30-AMI-HRRP,0.9549,14.0119,14.6732,223.0,29.0,2020-07-01,2023-06-30
190039,READM-30-PN-HRRP,1.0028,16.8568,16.8104,76.0,13.0,2020-07-01,2023-06-30
190039,READM-30-HF-HRRP,1.0674,20.895,19.5764,246.0,56.0,2020-07-01,2023-06-30
190039,READM-30-COPD-HRRP,0.9402,20.5454,21.8522,,,2020-07-01,2023-06-30
190039,READM-30-AMI-HRRP,0.9451,12.8676,13.6146,,,2020-07-01,2023-06-30
190040,READM-30-PN-HRRP,1.032,18.1803,17.6174,186.0,36.0,2020-07-01,2023-06-30
190040,READM-30-HF-HRRP,1.0829,22.2694,20.5637,311.0,75.0,2020-07-01,2023-06-30
190040,READM-30-COPD-HRRP,1.0408,20.3962,19.5965,71.0,17.0,2020-07-01,2023-06-30
190040,READM-30-CABG-HRRP,1.0268,11.6019,11.2988,,,2020-07-01,2023-06-30
190040,READM-30-AMI-HRRP,0.9994,14.1764,14.1843,106.0,15.0,2020-07-01,2023-06-30
190041,READM-30-PN-HRRP,1.0715,17.4064,16.2444,352.0,66.0,2020-07-01,2023-06-30
190041,READM-30-HIP-KNEE-HRRP,0.8831,4.4495,5.0388,,,2020-07-01,2023-06-30
190041,READM-30-HF-HRRP,0.8916,17.3278,19.4338,548.0,87.0,2020-07-01,2023-06-30
190041,READM-30-COPD-HRRP,1.034,16.819,16.2665,113.0,21.0,2020-07-01,2023-06-30
190041,READM-30-CABG-HRRP,1.2164,12.6058,10.363,147.0,25.0,2020-07-01,2023-06-30
190041,READM-30-AMI-HRRP,1.0535,14.2319,13.5091,186.0,29.0,2020-07-01,2023-06-30
190044,READM-30-PN-HRRP,0.9315,14.4576,15.5205,164.0,19.0,2020-07-01,2023-06-30
190044,READM-30-HIP-KNEE-HRRP,0.943,4.7225,5.0078,,,2020-07-01,2023-06-30
190044,READM-30-HF-HRRP,0.9349,17.4859,18.7028,,,2020-07-01,2023-06-30
190044,READM-30-COPD-HRRP,0.9889,17.4701,17.6654,84.0,14.0,2020-07-01,2023-06-30
190045,READM-30-PN-HRRP,0.951,16.2068,17.042,237.0,35.0,2020-07-01,2023-06-30
190045,READM-30-HF-HRRP,0.9236,18.2211,19.7291,442.0,75.0,2020-07-01,2023-06-30
190045,READM-30-COPD-HRRP,0.9826,19.1762,19.5163,110.0,20.0,2020-07-01,2023-06-30
190045,READM-30-CABG-HRRP,1.1281,11.6083,10.2901,69.0,12.0,2020-07-01,2023-06-30
190045,READM-30-AMI-HRRP,0.929,13.2217,14.2324,163.0,18.0,2020-07-01,2023-06-30
190046,READM-30-PN-HRRP,1.0812,18.4984,17.1087,122.0,28.0,2020-07-01,2023-06-30
190046,READM-30-HIP-KNEE-HRRP,0.9772,3.9172,4.0085,,,2020-07-01,2023-06-30
190046,READM-30-HF-HRRP,0.9739,19.0793,19.5906,146.0,26.0,2020-07-01,2023-06-30
190046,READM-30-COPD-HRRP,1.0017,21.5415,21.5058,,,2020-07-01,2023-06-30
190046,READM-30-CABG-HRRP,1.0361,10.0887,9.7376,,,2020-07-01,2023-06-30
190046,READM-30-AMI-HRRP,0.9927,13.9273,14.0302,,,2020-07-01,2023-06-30
190050,READM-30-PN-HRRP,1.0084,16.1414,16.0073,139.0,23.0,2020-07-01,2023-06-30
190050,READM-30-HF-HRRP,1.0182,19.8983,19.5421,79.0,17.0,2020-07-01,2023-06-30
190050,READM-30-COPD-HRRP,0.9839,15.5235,15.7783,,,2020-07-01,2023-06-30
190053,READM-30-PN-HRRP,1.0158,15.572,15.3305,141.0,23.0,2020-07-01,2023-06-30
