facility_id,measure_name,excess_readmission_ratio,predicted_readmission_rate,expected_readmission_rate,number_of_discharges,number_of_readmissions,start_date,end_date
140251,READM-30-COPD-HRRP,1.0106,17.6469,17.461,70.0,13.0,2020-07-01,2023-06-30
140251,READM-30-AMI-HRRP,0.9887,14.0381,14.1988,,,2020-07-01,2023-06-30
140252,READM-30-PN-HRRP,0.9589,14.7482,15.3807,1009.0,146.0,2020-07-01,2023-06-30
140252,READM-30-HIP-KNEE-HRRP,0.8447,4.1589,4.9237,677.0,26.0,2020-07-01,2023-06-30
140252,READM-30-HF-HRRP,0.9535,17.6286,18.4892,983.0,170.0,2020-07-01,2023-06-30
140252,READM-30-COPD-HRRP,1.0299,18.2133,17.685,303.0,57.0,2020-07-01,2023-06-30
140252,READM-30-CABG-HRRP,1.2581,11.7582,9.3459,123.0,22.0,2020-07-01,2023-06-30
140252,READM-30-AMI-HRRP,1.2241,15.7409,12.859,325.0,61.0,2020-07-01,2023-06-30
140258,READM-30-PN-HRRP,1.0095,17.2677,17.1046,668.0,116.0,2020-07-01,2023-06-30
140258,READM-30-HIP-KNEE-HRRP,1.0679,5.2621,4.9274,402.0,22.0,2020-07-01,2023-06-30
140258,READM-30-HF-HRRP,1.0445,20.4825,19.6091,976.0,203.0,2020-07-01,2023-06-30
140258,READM-30-COPD-HRRP,1.1218,18.9583,16.9003,158.0,37.0,2020-07-01,2023-06-30
140258,READM-30-CABG-HRRP,0.8379,9.6291,11.492,,,2020-07-01,2023-06-30
140258,READM-30-AMI-HRRP,0.9604,12.9812,13.5166,192.0,23.0,2020-07-01,2023-06-30
140275,READM-30-PN-HRRP,0.9818,15.8114,16.1047,109.0,16.0,2020-07-01,2023-06-30
140275,READM-30-HIP-KNEE-HRRP,0.8741,3.4529,3.9502,,,2020-07-01,2023-06-30
140275,READM-30-HF-HRRP,1.0,17.795,17.7945,118.0,21.0,2020-07-01,2023-06-30
140275,READM-30-COPD-HRRP,0.9829,16.2351,16.5175,74.0,11.0,2020-07-01,2023-06-30
140275,READM-30-AMI-HRRP,0.9908,13.4561,13.5808,,,2020-07-01,2023-06-30
140276,READM-30-PN-HRRP,1.0729,18.6596,17.3917,247.0,51.0,2020-07-01,2023-06-30
140276,READM-30-HIP-KNEE-HRRP,0.9931,5.2545,5.291,,,2020-07-01,2023-06-30
140276,READM-30-HF-HRRP,1.0024,20.6726,20.6232,599.0,124.0,2020-07-01,2023-06-30
140276,READM-30-COPD-HRRP,1.1089,23.1033,20.8337,83.0,26.0,2020-07-01,2023-06-30
140276,READM-30-CABG-HRRP,0.9434,11.1625,11.8325,125.0,12.0,2020-07-01,2023-06-30
140276,READM-30-AMI-HRRP,1.0487,17.0838,16.2906,150.0,28.0,2020-07-01,2023-06-30
140280,READM-30-PN-HRRP,1.0815,16.7969,15.5317,403.0,73.0,2020-07-01,2023-06-30
140280,READM-30-HIP-KNEE-HRRP,0.9546,3.7923,3.9725,,,2020-07-01,2023-06-30
140280,READM-30-HF-HRRP,0.9707,18.2618,18.8132,411.0,73.0,2020-07-01,2023-06-30
140280,READM-30-COPD-HRRP,0.9905,16.0349,16.1882,147.0,23.0,2020-07-01,2023-06-30
140280,READM-30-CABG-HRRP,0.985,9.3049,9.447,,,2020-07-01,2023-06-30
140280,READM-30-AMI-HRRP,1.0979,13.38,12.1874,251.0,38.0,2020-07-01,2023-06-30
140281,READM-30-PN-HRRP,1.0856,19.8231,18.2602,672.0,139.0,2020-07-01,2023-06-30
140281,READM-30-HIP-KNEE-HRRP,0.961,4.9346,5.1348,598.0,29.0,2020-07-01,2023-06-30
140281,READM-30-HF-HRRP,0.9472,19.9748,21.0871,1316.0,259.0,2020-07-01,2023-06-30
140281,READM-30-COPD-HRRP,1.0194,21.3282,20.9216,177.0,39.0,2020-07-01,2023-06-30
140281,READM-30-CABG-HRRP,0.9789,9.5058,9.7106,144.0,13.0,2020-07-01,2023-06-30
140281,READM-30-AMI-HRRP,0.9654,14.1641,14.6713,217.0,29.0,2020-07-01,2023-06-30
140286,READM-30-PN-HRRP,0.9929,15.856,15.9702,331.0,52.0,2020-07-01,2023-06-30
140286,READM-30-HF-HRRP,0.906,17.6607,19.4937,254.0,38.0,2020-07-01,2023-06-30
140286,READM-30-COPD-HRRP,1.026,17.9967,17.5411,108.0,21.0,2020-07-01,2023-06-30
140286,READM-30-AMI-HRRP,0.9743,11.9951,12.3117,102.0,11.0,2020-07-01,2023-06-30
140288,READM-30-PN-HRRP,1.0099,16.7179,16.5545,642.0,108.0,2020-07-01,2023-06-30
140288,READM-30-HIP-KNEE-HRRP,1.1105,5.6324,5.0719,,,2020-07-01,2023-06-30
140288,READM-30-HF-HRRP,1.0161,19.7877,19.4734,909.0,181.0,2020-07-01,2023-06-30
140288,READM-30-COPD-HRRP,1.0306,18.6097,18.0565,135.0,27.0,2020-07-01,2023-06-30
140288,READM-30-CABG-HRRP,1.0389,11.2405,10.8199,140.0,17.0,2020-07-01,2023-06-30
140288,READM-30-AMI-HRRP,0.9487,12.8546,13.549,214.0,25.0,2020-07-01,2023-06-30
140289,READM-30-PN-HRRP,0.9668,15.1336,15.6533,299.0,43.0,2020-07-01,2023-06-30
140289,READM-30-HF-HRRP,1.0385,19.6347,18.9074,287.0,59.0,2020-07-01,2023-06-30
140289,READM-30-COPD-HRRP,1.0561,18.2313,17.2637,97.0,21.0,2020-07-01,2023-06-30
140289,READM-30-AMI-HRRP,0.9877,12.8199,12.9789,,,2020-07-01,2023-06-30
140290,READM-30-PN-HRRP,1.0965,19.8553,18.1073,516.0,109.0,2020-07-01,2023-06-30
140290,READM-30-HIP-KNEE-HRRP,0.8884,4.2396,4.7722,319.0,12.0,2020-07-01,2023-06-30
140290,READM-30-HF-HRRP,1.0183,20.0775,19.7157,656.0,133.0,2020-07-01,2023-06-30
140290,READM-30-COPD-HRRP,0.9414,17.2874,18.3642,114.0,16.0,2020-07-01,2023-06-30
140290,READM-30-AMI-HRRP,0.9465,11.4692,12.1177,,,2020-07-01,2023-06-30
140291,READM-30-PN-HRRP,1.0564,17.649,16.7073,653.0,119.0,2020-07-01,2023-06-30
140291,READM-30-HIP-KNEE-HRRP,1.1713,6.034,5.1518,,,2020-07-01,2023-06-30
140291,READM-30-HF-HRRP,0.9274,18.7817,20.2527,731.0,132.0,2020-07-01,2023-06-30
140291,READM-30-COPD-HRRP,1.0321,19.2803,18.6805,161.0,33.0,2020-07-01,2023-06-30
140291,READM-30-CABG-HRRP,1.0645,11.6298,10.9248,111.0,15.0,2020-07-01,2023-06-30
140291,READM-30-AMI-HRRP,0.9656,12.8736,13.3317,145.0,17.0,2020-07-01,2023-06-30
140292,READM-30-PN-HRRP,0.9979,17.1885,17.2241,123.0,21.0,2020-07-01,2023-06-30
140292,READM-30-HF-HRRP,1.029,20.159,19.5906,99.0,22.0,2020-07-01,2023-06-30
140292,READM-30-COPD-HRRP,1.0089,22.7551,22.555,,,2020-07-01,2023-06-30
140292,READM-30-AMI-HRRP,1.0409,15.0337,14.4434,,,2020-07-01,2023-06-30
140294,READM-30-PN-HRRP,1.0194,15.061,14.7746,,,2020-07-01,2023-06-30
140294,READM-30-HIP-KNEE-HRRP,1.109,5.165,4.6575,,,2020-07-01,2023-06-30
140304,READM-30-PN-HRRP,0.9906,17.0468,17.2091,215.0,36.0,2020-07-01,2023-06-30
140304,READM-30-HF-HRRP,1.0319,21.2959,20.6374,196.0,44.0,2020-07-01,2023-06-30
140304,READM-30-COPD-HRRP,1.0838,20.284,18.7162,64.0,18.0,2020-07-01,2023-06-30
140304,READM-30-AMI-HRRP,1.0108,12.2261,12.0953,,,2020-07-01,2023-06-30
150001,READM-30-PN-HRRP,0.9591,12.9198,13.4707,106.0,11.0,2020-07-01,2023-06-30
150001,READM-30-HIP-KNEE-HRRP,0.9311,2.8497,3.0604,,,2020-07-01,2023-06-30
150001,READM-30-HF-HRRP,0.9929,16.7993,16.9191,116.0,19.0,2020-07-01,2023-06-30
150001,READM-30-COPD-HRRP,0.9462,15.1316,15.9923,,,2020-07-01,2023-06-30
150002,READM-30-PN-HRRP,1.1381,20.3848,17.9115,338.0,78.0,2020-07-01,2023-06-30
150002,READM-30-HF-HRRP,1.0821,21.7952,20.1422,465.0,107.0,2020-07-01,2023-06-30
150002,READM-30-COPD-HRRP,1.0391,18.6324,17.9307,159.0,32.0,2020-07-01,2023-06-30
150002,READM-30-AMI-HRRP,1.0585,16.1395,15.2474,88.0,17.0,2020-07-01,2023-06-30
150005,READM-30-PN-HRRP,0.9996,15.0287,15.0351,273.0,41.0,2020-07-01,2023-06-30
150005,READM-30-HIP-KNEE-HRRP,0.8709,5.2629,6.0427,,,2020-07-01,2023-06-30
150005,READM-30-HF-HRRP,0.9895,18.8212,19.0216,243.0,45.0,2020-07-01,2023-06-30
150005,READM-30-COPD-HRRP,0.9988,16.5727,16.5933,97.0,16.0,2020-07-01,2023-06-30
150005,READM-30-AMI-HRRP,0.9594,12.5786,13.1112,103.0,11.0,2020-07-01,2023-06-30
150006,READM-30-PN-HRRP,1.121,17.5009,15.6123,270.0,55.0,2020-07-01,2023-06-30
150006,READM-30-HF-HRRP,1.0932,21.1539,19.3507,249.0,59.0,2020-07-01,2023-06-30
150006,READM-30-COPD-HRRP,1.0559,19.8517,18.8,124.0,28.0,2020-07-01,2023-06-30
150006,READM-30-AMI-HRRP,0.9458,12.5238,13.2411,,,2020-07-01,2023-06-30
150007,READM-30-PN-HRRP,0.9951,15.1959,15.2713,193.0,29.0,2020-07-01,2023-06-30
150007,READM-30-HIP-KNEE-HRRP,0.828,4.1507,5.0132,,,2020-07-01,2023-06-30
150007,READM-30-HF-HRRP,0.9997,19.3476,19.3529,181.0,35.0,2020-07-01,2023-06-30
150007,READM-30-COPD-HRRP,0.9469,17.3448,18.3166,94.0,13.0,2020-07-01,2023-06-30
150007,READM-30-AMI-HRRP,0.9036,12.4203,13.746,,,2020-07-01,2023-06-30
150008,READM-30-PN-HRRP,0.9823,18.2371,18.5658,111.0,19.0,2020-07-01,2023-06-30
150008,READM-30-HF-HRRP,0.9447,20.9017,22.1258,125.0,22.0,2020-07-01,2023-06-30
150008,READM-30-COPD-HRRP,1.1107,22.917,20.6338,62.0,21.0,2020-07-01,2023-06-30
150009,READM-30-PN-HRRP,0.94,15.6437,16.6429,391.0,57.0,2020-07-01,2023-06-30
150009,READM-30-HF-HRRP,0.973,19.6169,20.162,331.0,63.0,2020-07-01,2023-06-30
150009,READM-30-COPD-HRRP,1.0034,20.1317,20.0625,138.0,28.0,2020-07-01,2023-06-30
150009,READM-30-AMI-HRRP,1.0193,13.8558,13.593,116.0,17.0,2020-07-01,2023-06-30
150010,READM-30-PN-HRRP,0.9947,16.1485,16.2346,188.0,30.0,2020-07-01,2023-06-30
150010,READM-30-HIP-KNEE-HRRP,1.137,5.8716,5.1643,,,2020-07-01,2023-06-30
150010,READM-30-HF-HRRP,0.9826,19.4141,19.7573,233.0,44.0,2020-07-01,2023-06-30
150010,READM-30-COPD-HRRP,0.9316,17.0132,18.2621,,,2020-07-01,2023-06-30
150011,READM-30-PN-HRRP,0.9017,13.3306,14.7843,171.0,16.0,2020-07-01,2023-06-30
150011,READM-30-HF-HRRP,1.0169,18.7344,18.4233,250.0,48.0,2020-07-01,2023-06-30
150011,READM-30-COPD-HRRP,1.0741,17.2238,16.0349,103.0,22.0,2020-07-01,2023-06-30
150011,READM-30-AMI-HRRP,0.9784,13.1292,13.4197,,,2020-07-01,2023-06-30
150012,READM-30-PN-HRRP,0.9401,14.6111,15.5415,384.0,52.0,2020-07-01,2023-06-30
150012,READM-30-HIP-KNEE-HRRP,0.9982,5.3644,5.3741,,,2020-07-01,2023-06-30
150012,READM-30-HF-HRRP,1.0192,19.2177,18.855,477.0,93.0,2020-07-01,2023-06-30
150012,READM-30-COPD-HRRP,0.8991,16.5379,18.3942,166.0,21.0,2020-07-01,2023-06-30
150012,READM-30-CABG-HRRP,0.9728,10.3993,10.6901,,,2020-07-01,2023-06-30
150012,READM-30-AMI-HRRP,0.9546,12.1344,12.7119,150.0,16.0,2020-07-01,2023-06-30
150015,READM-30-PN-HRRP,1.0181,16.3787,16.0875,304.0,51.0,2020-07-01,2023-06-30
150015,READM-30-HIP-KNEE-HRRP,1.1971,5.9566,4.9759,,,2020-07-01,2023-06-30
150015,READM-30-HF-HRRP,1.0146,20.33,20.0384,354.0,73.0,2020-07-01,2023-06-30
150015,READM-30-COPD-HRRP,1.0021,17.4394,17.4025,91.0,16.0,2020-07-01,2023-06-30
150015,READM-30-AMI-HRRP,1.1829,16.0047,13.5306,124.0,28.0,2020-07-01,2023-06-30
150017,READM-30-PN-HRRP,0.9408,16.6352,17.6826,380.0,59.0,2020-07-01,2023-06-30
150017,READM-30-HF-HRRP,1.0092,20.7761,20.5864,560.0,117.0,2020-07-01,2023-06-30
150017,READM-30-COPD-HRRP,0.9902,19.428,19.6212,137.0,26.0,2020-07-01,2023-06-30
150017,READM-30-CABG-HRRP,0.9922,10.0763,10.1557,,,2020-07-01,2023-06-30
150017,READM-30-AMI-HRRP,0.9391,12.1933,12.9847,295.0,33.0,2020-07-01,2023-06-30
150018,READM-30-PN-HRRP,0.8806,13.9273,15.8154,362.0,42.0,2020-07-01,2023-06-30
150018,READM-30-HIP-KNEE-HRRP,1.122,6.8125,6.0716,,,2020-07-01,2023-06-30
150018,READM-30-HF-HRRP,1.0044,18.9075,18.8253,284.0,54.0,2020-07-01,2023-06-30
150018,READM-30-COPD-HRRP,0.9296,18.3264,19.7134,134.0,20.0,2020-07-01,2023-06-30
150018,READM-30-CABG-HRRP,0.9942,10.4205,10.4815,117.0,12.0,2020-07-01,2023-06-30
150018,READM-30-AMI-HRRP,0.949,10.856,11.4389,142.0,13.0,2020-07-01,2023-06-30
150021,READM-30-PN-HRRP,0.8404,13.7554,16.3682,666.0,80.0,2020-07-01,2023-06-30
150021,READM-30-HF-HRRP,0.966,19.4702,20.1546,634.0,121.0,2020-07-01,2023-06-30
150021,READM-30-COPD-HRRP,1.0788,20.3594,18.8727,237.0,53.0,2020-07-01,2023-06-30
150021,READM-30-CABG-HRRP,1.0603,10.2909,9.7053,127.0,15.0,2020-07-01,2023-06-30
150021,READM-30-AMI-HRRP,0.9698,10.8673,11.206,510.0,54.0,2020-07-01,2023-06-30
150022,READM-30-PN-HRRP,1.0682,16.0178,14.9944,91.0,19.0,2020-07-01,2023-06-30
150022,READM-30-HF-HRRP,0.9559,17.8398,18.6621,96.0,14.0,2020-07-01,2023-06-30
150022,READM-30-COPD-HRRP,0.9236,17.3494,18.7838,,,2020-07-01,2023-06-30
150023,READM-30-PN-HRRP,1.0399,18.1617,17.4653,789.0,146.0,2020-07-01,2023-06-30
150023,READM-30-HIP-KNEE-HRRP,1.107,6.0655,5.4792,,,2020-07-01,2023-06-30
150023,READM-30-HF-HRRP,1.0719,22.617,21.0996,893.0,207.0,2020-07-01,2023-06-30
150023,READM-30-COPD-HRRP,0.9905,18.6484,18.8263,223.0,41.0,2020-07-01,2023-06-30
150023,READM-30-CABG-HRRP,0.9545,10.3616,10.8559,,,2020-07-01,2023-06-30
150023,READM-30-AMI-HRRP,0.9408,13.6273,14.4846,293.0,37.0,2020-07-01,2023-06-30
150024,READM-30-PN-HRRP,1.0491,19.2383,18.337,76.0,18.0,2020-07-01,2023-06-30
150024,READM-30-HF-HRRP,1.032,20.7721,20.1272,201.0,44.0,2020-07-01,2023-06-30
150024,READM-30-COPD-HRRP,1.0224,18.8947,18.4807,104.0,21.0,2020-07-01,2023-06-30
150024,READM-30-AMI-HRRP,1.0111,13.6888,13.5385,,,2020-07-01,2023-06-30
150026,READM-30-PN-HRRP,0.93,13.5464,14.5663,168.0,18.0,2020-07-01,2023-06-30
150026,READM-30-HF-HRRP,0.9464,16.5098,17.4444,168.0,24.0,2020-07-01,2023-06-30
150026,READM-30-COPD-HRRP,0.9695,13.396,13.8178,,,2020-07-01,2023-06-30
150026,READM-30-AMI-HRRP,1.027,12.4985,12.1705,86.0,12.0,2020-07-01,2023-06-30
150030,READM-30-PN-HRRP,1.0385,13.9913,13.4722,154.0,24.0,2020-07-01,2023-06-30
150030,READM-30-HIP-KNEE-HRRP,0.801,3.5656,4.4516,,,2020-07-01,2023-06-30
150030,READM-30-HF-HRRP,1.0134,18.996,18.7453,132.0,26.0,2020-07-01,2023-06-30
150030,READM-30-COPD-HRRP,1.058,20.4847,19.3624,85.0,21.0,2020-07-01,2023-06-30
150034,READM-30-PN-HRRP,0.9692,16.2342,16.7507,395.0,62.0,2020-07-01,2023-06-30
150034,READM-30-HIP-KNEE-HRRP,0.9698,5.4744,5.6448,263.0,14.0,2020-07-01,2023-06-30
150034,READM-30-HF-HRRP,1.0884,21.807,20.0366,504.0,116.0,2020-07-01,2023-06-30
150034,READM-30-COPD-HRRP,1.0155,18.1692,17.8917,182.0,34.0,2020-07-01,2023-06-30
150034,READM-30-CABG-HRRP,1.1342,12.8883,11.3638,68.0,13.0,2020-07-01,2023-06-30
150034,READM-30-AMI-HRRP,1.0062,13.0873,13.0066,120.0,16.0,2020-07-01,2023-06-30
150035,READM-30-PN-HRRP,0.905,15.1102,16.6959,607.0,85.0,2020-07-01,2023-06-30
150035,READM-30-HIP-KNEE-HRRP,1.1259,6.3698,5.6576,,,2020-07-01,2023-06-30
150035,READM-30-HF-HRRP,1.0146,20.8767,20.5758,589.0,124.0,2020-07-01,2023-06-30
150035,READM-30-COPD-HRRP,0.9876,18.4595,18.6904,210.0,38.0,2020-07-01,2023-06-30
150035,READM-30-CABG-HRRP,1.002,10.7924,10.7713,,,2020-07-01,2023-06-30
150035,READM-30-AMI-HRRP,1.0019,13.8606,13.8346,223.0,31.0,2020-07-01,2023-06-30
150037,READM-30-PN-HRRP,0.9416,13.4754,14.3115,133.0,14.0,2020-07-01,2023-06-30
150037,READM-30-HIP-KNEE-HRRP,1.1774,5.4127,4.5971,,,2020-07-01,2023-06-30
150037,READM-30-HF-HRRP,0.9898,17.3425,17.5216,79.0,13.0,2020-07-01,2023-06-30
150037,READM-30-COPD-HRRP,1.0258,18.9699,18.492,134.0,27.0,2020-07-01,2023-06-30
150042,READM-30-PN-HRRP,1.0672,15.9092,14.9074,375.0,64.0,2020-07-01,2023-06-30
150042,READM-30-HIP-KNEE-HRRP,0.9026,3.8268,4.2396,,,2020-07-01,2023-06-30
150042,READM-30-HF-HRRP,1.0505,19.5656,18.6257,330.0,68.0,2020-07-01,2023-06-30
150042,READM-30-COPD-HRRP,1.0004,17.0175,17.0106,88.0,15.0,2020-07-01,2023-06-30
150042,READM-30-AMI-HRRP,1.0038,10.2855,10.2466,115.0,12.0,2020-07-01,2023-06-30
150044,READM-30-PN-HRRP,1.0282,18.3523,17.8486,785.0,146.0,2020-07-01,2023-06-30
150044,READM-30-HIP-KNEE-HRRP,1.0646,6.8581,6.4421,,,2020-07-01,2023-06-30
150044,READM-30-HF-HRRP,1.0238,22.2313,21.7145,748.0,168.0,2020-07-01,2023-06-30
150044,READM-30-COPD-HRRP,0.9917,21.016,21.1913,269.0,56.0,2020-07-01,2023-06-30
150044,READM-30-CABG-HRRP,1.0014,11.3273,11.3109,132.0,15.0,2020-07-01,2023-06-30
150044,READM-30-AMI-HRRP,0.8655,12.4203,14.3501,241.0,23.0,2020-07-01,2023-06-30
150045,READM-30-PN-HRRP,1.0038,13.7371,13.6851,,,2020-07-01,2023-06-30
150045,READM-30-HF-HRRP,1.0178,18.4673,18.1446,53.0,11.0,2020-07-01,2023-06-30
150045,READM-30-COPD-HRRP,1.0144,14.8465,14.6356,,,2020-07-01,2023-06-30
150046,READM-30-PN-HRRP,1.0277,17.241,16.7756,169.0,31.0,2020-07-01,2023-06-30
150046,READM-30-HIP-KNEE-HRRP,0.9183,4.3706,4.7593,,,2020-07-01,2023-06-30
150046,READM-30-HF-HRRP,1.0149,20.6816,20.3785,198.0,42.0,2020-07-01,2023-06-30
150046,READM-30-COPD-HRRP,1.083,18.4586,17.0434,66.0,17.0,2020-07-01,2023-06-30
150046,READM-30-CABG-HRRP,1.0248,15.8351,15.4523,,,2020-07-01,2023-06-30
150046,READM-30-AMI-HRRP,1.0327,15.1031,14.6253,122.0,20.0,2020-07-01,2023-06-30
150047,READM-30-PN-HRRP,1.0056,16.5492,16.4577,,,2020-07-01,2023-06-30
150048,READM-30-PN-HRRP,1.0078,16.3449,16.2182,682.0,112.0,2020-07-01,2023-06-30
150048,READM-30-HIP-KNEE-HRRP,1.0293,6.795,6.6014,,,2020-07-01,2023-06-30
150048,READM-30-HF-HRRP,0.9624,20.3358,21.1304,815.0,163.0,2020-07-01,2023-06-30
150048,READM-30-COPD-HRRP,1.0766,20.2031,18.7653,304.0,66.0,2020-07-01,2023-06-30
150048,READM-30-CABG-HRRP,1.0316,12.2515,11.876,,,2020-07-01,2023-06-30
150048,READM-30-AMI-HRRP,1.0663,14.1477,13.2678,261.0,40.0,2020-07-01,2023-06-30
150051,READM-30-PN-HRRP,0.8132,14.2384,17.5083,526.0,61.0,2020-07-01,2023-06-30
150051,READM-30-HIP-KNEE-HRRP,0.8893,4.9681,5.5867,,,2020-07-01,2023-06-30
150051,READM-30-HF-HRRP,0.9247,18.0826,19.556,456.0,77.0,2020-07-01,2023-06-30
150051,READM-30-COPD-HRRP,0.9323,18.0076,19.3149,113.0,16.0,2020-07-01,2023-06-30
150051,READM-30-CABG-HRRP,0.9257,9.1743,9.9107,,,2020-07-01,2023-06-30
150051,READM-30-AMI-HRRP,0.9374,10.9549,11.6869,228.0,22.0,2020-07-01,2023-06-30
150056,READM-30-PN-HRRP,0.978,17.5268,17.9212,431.0,74.0,2020-07-01,2023-06-30
150056,READM-30-HIP-KNEE-HRRP,0.9605,4.723,4.9173,265.0,12.0,2020-07-01,2023-06-30
150056,READM-30-HF-HRRP,1.0504,21.6842,20.6437,514.0,115.0,2020-07-01,2023-06-30
150056,READM-30-COPD-HRRP,0.9534,17.1187,17.9554,163.0,25.0,2020-07-01,2023-06-30
150056,READM-30-CABG-HRRP,1.153,11.4971,9.9718,90.0,15.0,2020-07-01,2023-06-30
150056,READM-30-AMI-HRRP,1.0201,13.5652,13.2978,192.0,27.0,2020-07-01,2023-06-30
150057,READM-30-PN-HRRP,0.9338,13.9458,14.9349,147.0,16.0,2020-07-01,2023-06-30
150057,READM-30-HIP-KNEE-HRRP,0.8764,4.6078,5.2578,297.0,12.0,2020-07-01,2023-06-30
150057,READM-30-HF-HRRP,0.9831,18.513,18.8322,82.0,14.0,2020-07-01,2023-06-30
150057,READM-30-COPD-HRRP,0.9871,16.4676,16.6831,,,2020-07-01,2023-06-30
150058,READM-30-PN-HRRP,0.9687,15.2363,15.7291,375.0,55.0,2020-07-01,2023-06-30
150058,READM-30-HIP-KNEE-HRRP,0.9297,3.9461,4.2445,,,2020-07-01,2023-06-30
150058,READM-30-HF-HRRP,0.9463,17.2311,18.2093,434.0,71.0,2020-07-01,2023-06-30
150058,READM-30-COPD-HRRP,1.1044,19.4778,17.6368,215.0,48.0,2020-07-01,2023-06-30
150058,READM-30-CABG-HRRP,1.015,9.3115,9.1734,,,2020-07-01,2023-06-30
150058,READM-30-AMI-HRRP,0.9258,11.3578,12.2682,199.0,19.0,2020-07-01,2023-06-30
150059,READM-30-PN-HRRP,0.9599,13.7128,14.2856,180.0,22.0,2020-07-01,2023-06-30
150059,READM-30-HF-HRRP,0.9455,17.626,18.6415,141.0,21.0,2020-07-01,2023-06-30
150059,READM-30-COPD-HRRP,1.0255,17.9992,17.5514,97.0,19.0,2020-07-01,2023-06-30
150059,READM-30-AMI-HRRP,0.9656,13.2598,13.7324,,,2020-07-01,2023-06-30
150061,READM-30-PN-HRRP,0.9197,13.5324,14.7145,,,2020-07-01,2023-06-30
150061,READM-30-HF-HRRP,1.0036,19.1084,19.0392,,,2020-07-01,2023-06-30
150061,READM-30-COPD-HRRP,0.9655,17.8251,18.4621,,,2020-07-01,2023-06-30
150065,READM-30-PN-HRRP,0.9141,13.4165,14.6769,,,2020-07-01,2023-06-30
150065,READM-30-HIP-KNEE-HRRP,0.9044,3.2089,3.5481,,,2020-07-01,2023-06-30
150065,READM-30-HF-HRRP,0.8818,17.4718,19.8149,,,2020-07-01,2023-06-30
150065,READM-30-COPD-HRRP,0.946,16.7829,17.7417,,,2020-07-01,2023-06-30
150069,READM-30-PN-HRRP,1.0095,14.4437,14.3076,148.0,22.0,2020-07-01,2023-06-30
150069,READM-30-HF-HRRP,1.0033,18.0225,17.9631,143.0,26.0,2020-07-01,2023-06-30
150069,READM-30-COPD-HRRP,1.0249,15.8155,15.4306,73.0,13.0,2020-07-01,2023-06-30
150072,READM-30-PN-HRRP,0.9061,13.3327,14.7144,,,2020-07-01,2023-06-30
150072,READM-30-HF-HRRP,0.8988,16.5974,18.4659,,,2020-07-01,2023-06-30
150072,READM-30-COPD-HRRP,0.9777,17.1103,17.5002,,,2020-07-01,2023-06-30
150074,READM-30-PN-HRRP,1.0166,16.2574,15.9919,190.0,32.0,2020-07-01,2023-06-30
150074,READM-30-HIP-KNEE-HRRP,1.1054,5.4794,4.9569,,,2020-07-01,2023-06-30
150074,READM-30-HF-HRRP,1.0105,19.9433,19.7368,588.0,118.0,2020-07-01,2023-06-30
150074,READM-30-COPD-HRRP,1.0424,20.4292,19.5975,139.0,31.0,2020-07-01,2023-06-30
150074,READM-30-CABG-HRRP,1.0478,11.2502,10.7373,164.0,20.0,2020-07-01,2023-06-30
150074,READM-30-AMI-HRRP,1.1022,14.2062,12.8886,291.0,46.0,2020-07-01,2023-06-30
150075,READM-30-PN-HRRP,0.9829,13.6824,13.9207,,,2020-07-01,2023-06-30
150075,READM-30-HF-HRRP,0.9696,18.0102,18.5755,,,2020-07-01,2023-06-30
150075,READM-30-COPD-HRRP,1.001,18.0501,18.0328,,,2020-07-01,2023-06-30
150076,READM-30-PN-HRRP,0.9114,13.5213,14.8363,,,2020-07-01,2023-06-30
150076,READM-30-HF-HRRP,0.9554,17.9146,18.75,118.0,18.0,2020-07-01,2023-06-30
150076,READM-30-COPD-HRRP,0.9745,16.1926,16.6164,,,2020-07-01,2023-06-30
150082,READM-30-PN-HRRP,1.0779,17.3148,16.0631,935.0,167.0,2020-07-01,2023-06-30
150082,READM-30-HIP-KNEE-HRRP,1.121,6.3726,5.6849,259.0,18.0,2020-07-01,2023-06-30
150082,READM-30-HF-HRRP,1.0491,20.4544,19.497,1543.0,319.0,2020-07-01,2023-06-30
150082,READM-30-COPD-HRRP,0.9763,17.8269,18.2605,457.0,80.0,2020-07-01,2023-06-30
150082,READM-30-CABG-HRRP,1.0948,9.8175,8.9675,174.0,20.0,2020-07-01,2023-06-30
150082,READM-30-AMI-HRRP,0.994,12.1494,12.2225,669.0,81.0,2020-07-01,2023-06-30
150084,READM-30-PN-HRRP,0.9743,16.7293,17.1712,459.0,75.0,2020-07-01,2023-06-30
150084,READM-30-HIP-KNEE-HRRP,1.0549,8.7124,8.2587,,,2020-07-01,2023-06-30
150084,READM-30-HF-HRRP,0.989,20.4017,20.6296,695.0,141.0,2020-07-01,2023-06-30
150084,READM-30-COPD-HRRP,0.967,19.7598,20.4352,117.0,21.0,2020-07-01,2023-06-30
150084,READM-30-CABG-HRRP,1.0035,10.434,10.3978,,,2020-07-01,2023-06-30
150084,READM-30-AMI-HRRP,1.0231,15.0613,14.7213,152.0,24.0,2020-07-01,2023-06-30
150086,READM-30-PN-HRRP,0.9765,15.808,16.1878,181.0,27.0,2020-07-01,2023-06-30
150086,READM-30-HIP-KNEE-HRRP,1.0235,5.1922,5.0733,,,2020-07-01,2023-06-30
150086,READM-30-HF-HRRP,1.0473,20.7301,19.7947,153.0,35.0,2020-07-01,2023-06-30
